Time,Protcol,Flag,Family,Clusters,SeddAddress,ExpAddress,BTC,USD,Netflow_Bytes,IPaddress,Threats,Port,Prediction
7,UDP,A,Locky,1,1GZkujBR,18e372GN,8,888,109,A,Blacklist,5062,SS
2,UDP,A,Locky,1,1GZkujBR,18e372GN,8,892,103,A,Blacklist,5062,SS
20,UDP,A,Locky,1,1GZkujBR,18e372GN,8,896,111,A,Blacklist,5062,SS
15,UDP,A,Locky,1,1GZkujBR,18e372GN,8,900,105,A,Blacklist,5062,SS
10,UDP,A,Locky,1,1GZkujBR,18e372GN,8,904,113,A,Blacklist,5062,SS
7,UDP,A,Locky,1,1GZkujBR,18e372GN,8,908,107,A,Blacklist,5062,SS
2,UDP,A,Locky,1,1GZkujBR,18e372GN,8,912,115,A,Blacklist,5062,SS
9,UDP,A,Locky,1,1GZkujBR,18e372GN,8,916,109,A,Blacklist,5062,SS
4,UDP,A,Locky,1,1GZkujBR,18e372GN,8,920,117,A,Blacklist,5062,SS
30,UDP,A,Locky,1,1GZkujBR,18e372GN,8,924,111,A,Blacklist,5062,SS
25,UDP,A,Locky,1,1GZkujBR,18e372GN,8,928,119,A,Blacklist,5062,SS
20,UDP,A,Locky,1,1GZkujBR,18e372GN,8,932,113,A,Blacklist,5062,SS
5,UDP,A,Locky,1,1GZkujBR,18e372GN,8,936,121,A,Blacklist,5062,SS
0,TCP,A,Locky,1,1GZkujBR,18e372GN,8,940,115,A,Blacklist,5062,SS
5,TCP,A,Locky,1,1GZkujBR,18e372GN,8,944,123,A,Blacklist,5062,SS
0,TCP,A,Locky,1,1GZkujBR,18e372GN,8,948,117,A,Blacklist,5062,SS
3,TCP,A,Locky,1,1GZkujBR,18e372GN,8,952,125,A,Blacklist,5062,SS
8,TCP,A,Razy,1,1GZkujBR,18e372GN,8,956,119,A,Blacklist,5062,SS
3,TCP,A,Razy,1,1GZkujBR,18e372GN,8,960,127,A,Blacklist,5062,SS
10,TCP,A,Razy,1,1GZkujBR,18e372GN,8,964,121,A,Blacklist,5062,SS
5,TCP,A,Razy,1,1GZkujBR,18e372GN,8,968,129,A,Blacklist,5062,SS
6,TCP,A,Razy,1,1GZkujBR,18e372GN,8,972,123,A,Blacklist,5062,SS
8,TCP,A,Razy,1,1GZkujBR,18e372GN,8,976,131,A,Blacklist,5062,SS
3,TCP,A,Razy,1,1GZkujBR,18e372GN,8,980,125,A,Blacklist,5062,SS
6,TCP,A,Razy,1,1GZkujBR,18e372GN,8,984,133,A,Blacklist,5062,SS
7,TCP,A,Razy,1,1GZkujBR,18e372GN,8,988,127,A,Blacklist,5062,SS
2,TCP,A,Razy,1,1GZkujBR,18e372GN,8,992,135,A,Blacklist,5062,SS
5,TCP,A,Razy,1,1GZkujBR,18e372GN,8,996,129,A,Blacklist,5062,SS
30,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1000,137,A,Blacklist,5062,SS
25,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1004,131,A,Blacklist,5062,SS
58,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1008,139,A,Blacklist,5062,SS
5,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1012,133,A,Blacklist,5062,SS
4,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1016,141,A,Blacklist,5062,SS
2,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1020,135,A,Blacklist,5062,SS
3,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1024,143,A,Blacklist,5062,SS
1,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1028,137,A,Blacklist,5062,SS
5,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1032,145,A,Blacklist,5062,SS
7,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1036,139,A,Blacklist,5062,SS
10,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1040,147,A,Blacklist,5062,SS
2,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1044,141,A,Blacklist,5062,SS
4,TCP,A,Razy,1,1GZkujBR,18e372GN,8,1048,149,A,Blacklist,5062,SS
9,TCP,A,Razy,1,1DA11mPS,18e372GN,8,84346,8,B,Blacklist,5068,SS
1,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1046,11,B,Blacklist,5068,SS
9,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1050,14,B,Blacklist,5068,SS
1,TCP,A,Razy,1,1DA11mPS,18e372GN,8,84348,17,B,Blacklist,5068,SS
0,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1048,20,B,Blacklist,5068,SS
50,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1052,23,B,Blacklist,5068,SS
42,TCP,A,Razy,1,1DA11mPS,18e372GN,8,84350,26,B,Blacklist,5068,SS
34,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1050,29,B,Blacklist,5068,SS
26,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1054,32,B,Blacklist,5068,SS
18,TCP,A,Razy,1,1DA11mPS,18e372GN,8,84352,35,B,Blacklist,5068,SS
10,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1052,38,B,Blacklist,5068,SS
2,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1056,41,B,Blacklist,5068,SS
6,TCP,A,Razy,1,1DA11mPS,18e372GN,8,84354,44,B,Blacklist,5068,SS
4,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1054,47,B,Blacklist,5068,SS
6,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1058,50,B,Blacklist,5068,SS
9,TCP,A,Razy,1,1DA11mPS,18e372GN,8,84356,53,B,Blacklist,5068,SS
12,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1056,56,B,Blacklist,5068,SS
15,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1060,59,B,Blacklist,5068,SS
18,TCP,A,Razy,1,1DA11mPS,18e372GN,8,84358,62,B,Blacklist,5068,SS
21,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1058,65,B,Blacklist,5068,SS
24,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1062,68,B,Blacklist,5068,SS
27,TCP,A,Razy,1,1DA11mPS,18e372GN,8,84360,71,B,Blacklist,5068,SS
3,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1060,74,B,Blacklist,5068,SS
6,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1064,77,B,Blacklist,5068,SS
9,TCP,A,Razy,1,1DA11mPS,18e372GN,8,84362,80,B,Blacklist,5068,SS
12,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1062,83,B,Blacklist,5068,SS
15,TCP,A,Razy,1,1DA11mPS,18e372GN,8,1066,86,B,Blacklist,5068,SS
18,TCP,A,Razy,1,1DA11mPS,18e372GN,8,84364,89,B,Blacklist,5068,SS
21,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1064,92,B,Blacklist,5068,SS
24,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1068,95,B,Blacklist,5068,SS
27,TCP,A,Razy,1,1DA11mPS,18e372GN,12,84366,98,B,Blacklist,5068,SS
25,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1066,101,B,Blacklist,5068,SS
1,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1070,104,B,Blacklist,5068,SS
2,TCP,A,Razy,1,1DA11mPS,18e372GN,12,84368,107,B,Blacklist,5068,SS
0,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1068,110,B,Blacklist,5068,SS
2,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1072,113,B,Blacklist,5068,SS
0,TCP,A,Razy,1,1DA11mPS,18e372GN,12,84370,116,B,Blacklist,5068,SS
3,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1070,119,B,Blacklist,5068,SS
2,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1074,122,B,Blacklist,5068,SS
0,TCP,A,Razy,1,1DA11mPS,18e372GN,12,84372,125,B,Blacklist,5068,SS
5,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1072,128,B,Blacklist,5068,SS
3,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1076,131,B,Blacklist,5068,SS
1,TCP,A,Razy,1,1DA11mPS,18e372GN,12,84374,134,B,Blacklist,5068,SS
7,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1074,137,B,Blacklist,5068,SS
5,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1078,140,B,Blacklist,5068,SS
3,TCP,A,Razy,1,1DA11mPS,18e372GN,12,84376,143,B,Blacklist,5068,SS
1,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1076,146,B,Blacklist,5068,SS
10,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1080,149,B,Blacklist,5068,SS
8,TCP,A,Razy,1,1DA11mPS,18e372GN,12,84378,152,B,Blacklist,5068,SS
6,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1078,155,B,Blacklist,5068,SS
4,TCP,A,Razy,1,1DA11mPS,18e372GN,12,1082,158,B,Blacklist,5068,SS
2,TCP,A,Razy,1,1DA11mPS,18e372GN,12,84380,161,B,Blacklist,5068,SS
2,TCP,APS,JigSaw,1,1DA11mPS,18e372GN,13,18454,5211,C,Port Scanning,5061,A
14,TCP,APS,JigSaw,1,1DA11mPS,18e372GN,13,18454,21,A,Port Scanning,5066,S
5,TCP,APS,JigSaw,1,1DA11mPS,18e372GN,13,18454,26,A,Port Scanning,5066,S
17,TCP,APS,JigSaw,1,1DA11mPS,18e372GN,13,18454,31,A,Port Scanning,5066,S
8,TCP,APS,JigSaw,1,1DA11mPS,18e372GN,13,18454,36,A,Port Scanning,5066,S
20,TCP,APS,JigSaw,1,1DA11mPS,18e372GN,13,18454,41,A,Port Scanning,5066,S
1,TCP,APS,JigSaw,1,1DA11mPS,18e372GN,13,18454,46,A,Port Scanning,5066,S
5,TCP,APS,JigSaw,1,1DA11mPS,18e372GN,13,18454,51,A,Port Scanning,5066,S
4,TCP,APS,JigSaw,1,1DA11mPS,18e372GN,13,18454,56,A,Port Scanning,5066,S
8,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,61,A,Port Scanning,5066,S
7,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,66,A,Port Scanning,5066,S
11,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,71,A,Port Scanning,5066,S
10,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,76,A,Port Scanning,5066,S
14,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,81,A,Port Scanning,5066,S
6,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,86,A,Port Scanning,5066,S
4,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,91,A,Port Scanning,5066,S
7,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,96,A,Port Scanning,5066,S
10,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,101,A,Port Scanning,5066,S
13,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,106,A,Port Scanning,5066,S
16,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,111,A,Port Scanning,5066,S
7,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,116,A,Port Scanning,5066,S
10,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,121,A,Port Scanning,5066,S
13,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,126,A,Port Scanning,5066,S
16,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,131,A,Port Scanning,5066,S
19,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,136,A,Port Scanning,5066,S
22,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,141,A,Port Scanning,5066,S
8,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,146,A,Port Scanning,5066,S
11,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,151,A,Port Scanning,5066,S
14,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,156,A,Port Scanning,5066,S
17,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,161,A,Port Scanning,5066,S
20,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,166,A,Port Scanning,5066,S
23,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,171,A,Port Scanning,5066,S
26,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,176,A,Port Scanning,5066,S
9,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,181,A,Port Scanning,5066,S
1,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,186,A,Port Scanning,5066,S
4,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,191,A,Port Scanning,5066,S
7,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,196,A,Port Scanning,5066,S
10,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,201,A,Port Scanning,5066,S
2,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,206,A,Port Scanning,5066,S
5,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,211,A,Port Scanning,5066,S
8,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,216,A,Port Scanning,5066,S
11,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,221,A,Port Scanning,5066,S
14,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,226,A,Port Scanning,5066,S
3,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,231,A,Port Scanning,5066,S
6,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,236,A,Port Scanning,5066,S
9,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,241,A,Port Scanning,5066,S
12,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,246,A,Port Scanning,5061,S
15,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,251,A,Port Scanning,5061,S
4,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,256,A,Port Scanning,5061,S
7,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,261,A,Port Scanning,5061,S
10,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,266,A,Port Scanning,5061,S
13,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,271,A,Port Scanning,5061,S
16,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,276,A,Port Scanning,5061,S
19,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,281,A,Port Scanning,5061,S
5,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,286,A,Port Scanning,5061,S
12,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,291,A,Port Scanning,5061,S
1,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,296,A,Port Scanning,5061,S
5,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,301,A,Port Scanning,5061,S
6,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,306,A,Port Scanning,5061,S
2,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,311,A,Port Scanning,5061,S
9,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,316,A,Port Scanning,5061,S
2,TCP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,321,A,Port Scanning,5061,S
4,UDP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,326,A,Port Scanning,5061,S
0,UDP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,331,A,Port Scanning,5061,S
3,UDP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,336,A,Port Scanning,5061,S
5,UDP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,341,A,Port Scanning,5061,S
1,UDP,ARF,JigSaw,1,1DA11mPS,18e372GN,13,18454,346,A,Port Scanning,5061,S
8,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,351,A,Port Scanning,5061,S
4,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,356,A,Port Scanning,5061,S
11,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,361,A,Port Scanning,5061,S
7,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,366,A,Port Scanning,5061,S
14,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,371,A,Port Scanning,5061,S
10,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,376,A,Port Scanning,5061,S
17,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,381,A,Port Scanning,5061,S
13,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,386,A,Port Scanning,5061,S
20,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,391,A,Port Scanning,5061,S
16,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,396,A,Port Scanning,5061,S
23,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,401,A,Port Scanning,5061,S
19,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,406,A,Port Scanning,5061,S
26,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,411,A,Port Scanning,5061,S
22,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,416,A,Port Scanning,5061,S
2,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,421,A,Port Scanning,5061,S
25,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,426,A,Port Scanning,5061,S
5,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,431,A,Port Scanning,5061,S
28,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,436,A,Port Scanning,5061,S
8,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,441,A,Port Scanning,5061,S
31,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,446,A,Port Scanning,5061,S
11,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,451,A,Port Scanning,5061,S
34,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,456,A,Port Scanning,5061,S
14,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,461,A,Port Scanning,5061,S
37,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,466,A,Port Scanning,5061,S
17,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,471,A,Port Scanning,5061,S
4,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,476,A,Port Scanning,5061,S
1,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,481,A,Port Scanning,5061,S
7,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,486,A,Port Scanning,5061,S
4,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,491,A,Port Scanning,5061,S
10,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,496,A,Port Scanning,5061,S
7,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,501,A,Port Scanning,5061,S
13,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,506,A,Port Scanning,5061,S
1,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,511,A,Port Scanning,5061,S
6,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,516,A,Port Scanning,5061,S
4,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,521,A,Port Scanning,5061,S
9,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,526,A,Port Scanning,5061,S
7,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,531,A,Port Scanning,5061,S
12,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,536,A,Port Scanning,5061,S
10,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,541,A,Port Scanning,5061,S
4,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,546,A,Port Scanning,5061,S
7,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,551,A,Port Scanning,5061,S
4,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,556,A,Port Scanning,5061,S
7,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,561,A,Port Scanning,5061,S
10,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,566,A,Port Scanning,5061,S
13,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,571,A,Port Scanning,5061,S
16,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,576,A,Port Scanning,5061,S
19,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,581,A,Port Scanning,5061,S
8,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,586,A,Port Scanning,5061,S
11,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,591,A,Port Scanning,5061,S
14,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,596,A,Port Scanning,5061,S
17,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,601,A,Port Scanning,5061,S
20,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,606,A,Port Scanning,5061,S
23,UDP,ARF,JigSaw,1,1DA11mPS,1SYSTEMQ,13,18454,611,A,Port Scanning,5061,S
26,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,616,A,Port Scanning,5061,S
9,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,621,A,Port Scanning,5061,S
12,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,626,A,Port Scanning,5061,S
15,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,631,A,Port Scanning,5061,S
18,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,636,A,Port Scanning,5061,S
21,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,641,A,Port Scanning,5061,S
24,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,646,A,Port Scanning,5061,S
1,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,651,A,Port Scanning,5061,S
4,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,656,A,Port Scanning,5061,S
7,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,661,A,Port Scanning,5061,S
23,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,666,A,Port Scanning,5061,S
26,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,671,A,Port Scanning,5061,S
29,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,676,A,Port Scanning,5061,S
32,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,681,A,Port Scanning,5061,S
35,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,13,18454,686,A,Port Scanning,5061,S
38,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,691,A,Port Scanning,5061,S
41,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,696,A,Port Scanning,5061,S
44,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,701,A,Port Scanning,5061,S
47,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,706,A,Port Scanning,5061,S
50,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,711,A,Port Scanning,5061,S
53,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,716,A,Port Scanning,5061,S
3,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,721,A,Port Scanning,5061,S
6,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,726,A,Port Scanning,5061,S
9,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,731,A,Port Scanning,5061,S
12,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,736,A,Port Scanning,5061,S
15,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,741,A,Port Scanning,5061,S
18,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,746,A,Port Scanning,5061,S
4,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,751,A,Port Scanning,5061,S
11,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,756,A,Port Scanning,5061,S
1,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,761,A,Port Scanning,5061,S
4,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,766,A,Port Scanning,5061,S
1,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,771,A,Port Scanning,5061,S
5,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,776,A,Port Scanning,5061,S
9,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,781,A,Port Scanning,5061,S
3,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,786,A,Port Scanning,5061,S
2,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,791,A,Port Scanning,5061,S
50,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,796,A,Port Scanning,5061,S
40,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,801,A,Port Scanning,5061,S
2,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,806,A,Port Scanning,5061,S
20,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,811,A,Port Scanning,5061,S
8,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,816,A,Port Scanning,5061,S
41,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,821,A,Port Scanning,5061,S
22,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,826,A,Port Scanning,5061,S
18,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,831,A,Port Scanning,5061,S
3,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,836,A,Port Scanning,5061,S
26,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,841,A,SSH,5061,S
22,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,846,A,SSH,5061,S
7,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,851,A,SSH,5061,S
30,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,856,A,SSH,5061,S
26,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,861,A,SSH,5061,S
3,UDP,ARF,EDA2,1,1DA11mPS,1SYSTEMQ,11,18454,866,A,SSH,5061,S
